"Name","Live Bytes","Live Objects"
"org.jfree.svg.SVGHints$Key","128 B (0%)","8 (0%)"
"org.apache.tomcat.SimpleInstanceManager","128 B (0%)","8 (0%)"
"org.eclipse.jetty.webapp.MetaInfConfiguration","128 B (0%)","8 (0%)"
"jdk.internal.reflect.MethodHandleLongFieldAccessorImpl","128 B (0%)","4 (0%)"
"org.eclipse.jetty.server.handler.AllowSymLinkAliasChecker","128 B (0%)","8 (0%)"
"java.util.HexFormat","128 B (0%)","4 (0%)"
"org.eclipse.jetty.servlet.listener.ELContextCleaner","128 B (0%)","8 (0%)"
"org.eclipse.jetty.webapp.FragmentConfiguration","128 B (0%)","8 (0%)"
"net.i2p.router.web.WebAppConfiguration","128 B (0%)","8 (0%)"
"org.eclipse.jetty.io.ManagedSelector[]","128 B (0%)","4 (0%)"
"org.eclipse.jetty.http.HttpScheme","128 B (0%)","4 (0%)"
"org.eclipse.jetty.io.ArrayByteBufferPool","128 B (0%)","4 (0%)"
"org.eclipse.jetty.webapp.JettyWebXmlConfiguration","128 B (0%)","8 (0%)"
"java.rmi.server.Operation[]","128 B (0%)","4 (0%)"
"org.eclipse.jetty.server.session.HashSessionManager$Scavenger","128 B (0%)","8 (0%)"
"sun.reflect.generics.reflectiveObjects.TypeVariableImpl","128 B (0%)","4 (0%)"
"sun.security.x509.CertificateSerialNumber","128 B (0%)","8 (0%)"
"org.eclipse.jetty.server.session.AbstractSessionManager$CookieConfig","128 B (0%)","8 (0%)"
"sun.awt.image.BufferedImageGraphicsConfig[]","128 B (0%)","2 (0%)"
"java.rmi.MarshalledObject","128 B (0%)","4 (0%)"
"sun.security.x509.CertificateX509Key","128 B (0%)","8 (0%)"
"java.lang.module.ModuleDescriptor$Requires$Modifier","128 B (0%)","4 (0%)"
"sun.security.provider.NativePRNG","128 B (0%)","8 (0%)"
"net.i2p.router.tasks.ShutdownHook","128 B (0%)","1 (0%)"
"org.xlattice.crypto.filters.KeySelector","128 B (0%)","4 (0%)"
"javax.imageio.spi.PartiallyOrderedSet","120 B (0%)","5 (0%)"
"org.tanukisoftware.wrapper.WrapperManager$3","120 B (0%)","1 (0%)"
"org.tanukisoftware.wrapper.WrapperManager$2","120 B (0%)","1 (0%)"
"org.eclipse.jetty.http.HttpTokens$EndOfContent","120 B (0%)","5 (0%)"
"org.apache.taglibs.standard.tag.rt.core.IfTag","120 B (0%)","3 (0%)"
"sun.security.util.ObjectIdentifier[]","120 B (0%)","2 (0%)"
"net.i2p.crypto.ECConstants$ECParms","120 B (0%)","3 (0%)"
"com.sun.crypto.provider.DHParameters","120 B (0%)","5 (0%)"
"java.lang.ref.Finalizer$FinalizerThread","120 B (0%)","1 (0%)"
"java.time.format.SignStyle","120 B (0%)","5 (0%)"
"com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State","120 B (0%)","5 (0%)"
"net.i2p.router.web.HostCheckHandler","120 B (0%)","1 (0%)"
"java.lang.ref.Reference$ReferenceHandler","120 B (0%)","1 (0%)"
"java.util.Collections$SingletonMap","120 B (0%)","3 (0%)"
"java.time.Instant","120 B (0%)","5 (0%)"
"net.i2p.util.TranslateReader$S","120 B (0%)","5 (0%)"
"javax.servlet.DispatcherType","120 B (0%)","5 (0%)"
"sun.security.ssl.CipherSuite$HashAlg","120 B (0%)","3 (0%)"
"com.sun.org.apache.xerces.internal.util.PropertyState","120 B (0%)","5 (0%)"
"net.i2p.crypto.SigType[]","120 B (0%)","2 (0%)"
"net.i2p.router.TunnelTestStatus","120 B (0%)","5 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LI","120 B (0%)","3 (0%)"
"sun.security.ssl.SignatureScheme$SigAlgParamSpec","120 B (0%)","3 (0%)"
"jdk.internal.icu.impl.Trie2$UTrie2Header","120 B (0%)","3 (0%)"
"org.eclipse.jetty.util.ConstantThrowable","120 B (0%)","3 (0%)"
"java.lang.invoke.LambdaForm$BasicType[]","120 B (0%)","3 (0%)"
"com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser","120 B (0%)","1 (0%)"
"java.util.logging.LogManager$Cleaner","120 B (0%)","1 (0%)"
"org.eclipse.jetty.server.handler.gzip.GzipHttpOutputInterceptor$GZState","120 B (0%)","5 (0%)"
"jdk.jfr.internal.SecuritySupport$SafePath","120 B (0%)","5 (0%)"
"java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite","120 B (0%)","3 (0%)"
"org.eclipse.jetty.http.HttpGenerator$State","120 B (0%)","5 (0%)"
"java.lang.StackWalker","120 B (0%)","3 (0%)"
"java.lang.module.Configuration","120 B (0%)","3 (0%)"
"java.security.PrivilegedActionException","120 B (0%)","3 (0%)"
"java.lang.reflect.ProxyGenerator$ProxyMethod","120 B (0%)","3 (0%)"
"jdk.internal.misc.InnocuousThread","120 B (0%)","1 (0%)"
"java.util.stream.StreamOpFlag$Type","120 B (0%)","5 (0%)"
"org.eclipse.jetty.servlet.FilterHolder$Config","120 B (0%)","5 (0%)"
"sun.awt.OSInfo$OSType","120 B (0%)","5 (0%)"
"java.util.regex.Pattern$$Lambda.0x00007f41c83c2030","120 B (0%)","5 (0%)"
"org.eclipse.jetty.server.Response$EncodingFrom","120 B (0%)","5 (0%)"
"org.eclipse.jetty.io.WriteFlusher$StateType","120 B (0%)","5 (0%)"
"jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer","120 B (0%)","5 (0%)"
